Day,Month,Year,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,F_40,F_41,F_42,F_43,F_44,F_45,F_46,F_47,F_48,F_49,F_50,F_51,F_52,F_53,F_54,F_55,F_56,F_57,F_58,F_59,F_60,F_61,F_62,F_63,F_64,F_65,F_66,F_67,F_68,F_69,F_70,F_71,F_72,F_73,F_74,F_75,F_76,F_77,F_78,F_79,F_80,F_81,F_82,F_83,F_84,F_85,F_86,F_87,F_88,F_89,F_90,F_91,F_92,F_93,F_94,F_95,F_96,F_97,F_98,F_99,F_100
12,Mar,2020,17456.27,0.0001145,79.19,0.107,0.0651,0.1684,1.25E+11,15618872071,1030869.08,0.003804,130916365.9,5728.28,43468.09,32994487.54,517642.31,496.58,4293250.41,0.004756,0.1742,443200.06,1.46E-05,1950922142,26151.11,238.36,7709406.68,108066.4,1477436457,0.0007145,0.0004136,8.3667,24216310.96,56267.61,179036.01,26978.02,14.49,0.000358,0.5826,5.42E-05,0.09041,362831616.7,21997418.28,0.5939,958.7,5.5053,80022.87,2.8859,80177.59,0.06246,0.0006264,111754798.3,5.71E-05,0.007461,794245.73,0.001567,330150273.6,0.0002955,1114297539,3467.96,25249719025,276332.39,0.2367,1.66E+11,34746.45,4244.68,278974546.2,872927209.5,15989.14,1388003765,829.79,0.0005007,24727641039,0.05595,37.12,11031.65,122.81,3495948243,89065593.96,353.7,0.000194,0.003347,15931853.88,1149880.55,9005794571,466382.5,386.37,305.79,0.006127,2773000.64,854.71,965701.41,1163203.5,11175449671,3992627.79,0.1596,241.87,0.3247,2.6103,0.03205,0.1191,0.08886
13,Mar,2020,17771.72,0.0001146,78.81,0.106,0.0639,0.1689,1.25E+11,15668293059,1028957.89,0.003783,132092879.9,5687.69,43935.36,33106517.58,521539.48,497.35,4232667.63,0.004682,0.172,448833.53,1.43E-05,2024359854,25904.76,239.31,7722764.1,108327.75,1504631664,0.0007074,0.0004061,8.356,24139328.7,55430.66,180668.66,27175.2,14.59,0.0003505,0.5747,5.34E-05,0.09095,368487249.1,21967079.55,0.5881,952.84,5.4462,80775.66,2.8651,78107.23,0.06182,0.0006386,112614173.8,5.63E-05,0.007403,782700.92,0.00155,332546225.4,0.0002963,1107240406,3456.82,25606819015,272378.5,0.2328,1.69E+11,34682.56,4273.06,280586347.8,879288751.7,16260.77,1387759212,837.13,0.000491,24478339299,0.05483,37.73,11101.84,122.98,3546852521,90382996.19,354.91,0.0001951,0.003316,16107597.47,1135549.4,8817348922,465902.37,387.55,305.27,0.006037,2785853.65,848.93,958562.83,1167329.66,11259590852,4051348.13,0.1619,241.95,0.319,2.622,0.0321,0.1187,0.08962
14,Mar,2020,18452.81,0.0001112,78.09,0.1043,0.06221,0.1703,1.28E+11,15652324608,1023665.04,0.003734,127819235.2,5586.02,44079.7,33210242.53,522840.43,500.5,4115987.63,0.004531,0.1653,444688.7,1.35E-05,2210912859,25382.61,238.06,7636884.55,107647.48,1530833101,0.0007158,0.000396,8.3684,23525048.83,53113.58,186481.83,27408.24,14.9,0.0003358,0.5637,5.20E-05,0.09043,378329396.4,21622275.76,0.5673,944.35,5.419,82041.46,2.8889,71027.7,0.06116,0.0006593,113077353.4,5.46E-05,0.007522,766615.96,0.00152,331872766.9,0.0003038,1072294520,3355.98,26131955419,270222.84,0.2195,1.77E+11,34573.91,4335.34,288239415.7,898559172.6,17063.25,1374574850,851.12,0.0004904,23802177789,0.05421,39.35,11434.41,125.69,3644821328,91066123.98,360.51,0.0001997,0.003204,16544083.12,1106974.9,8657907607,464058.71,394.78,300.41,0.006008,2778007.99,825.44,952658.18,1167144.76,11568898555,4112061.42,0.1702,242.45,0.3059,2.6606,0.03165,0.1164,0.09017
15,Mar,2020,18209.55,0.0001104,78.41,0.1034,0.06205,0.1681,1.29E+11,15857725194,1030610.76,0.003721,129259602.2,5556.83,43860.24,33259394.85,529936.66,499.57,4134490.88,0.004536,0.1642,449919.51,1.34E-05,2206371778,25527.27,235.07,7629463.59,107961.66,1526544705,0.0007152,0.0003943,8.3924,23709293.24,53576.29,186893.35,27671.97,14.76,0.0003317,0.5588,5.15E-05,0.08984,375255995.2,21875592.25,0.5654,945.76,5.3983,82697.6,2.889,71059.64,0.06118,0.0006574,113969184.9,5.45E-05,0.007486,774611.26,0.001525,329709372.3,0.0003036,1093406618,3386.64,26110763606,271431.09,0.217,1.77E+11,34685.94,4339.33,287883693.2,896619034.3,17037.09,1394895160,855.78,0.000484,24066564899,0.05319,39.6,11459.81,125.36,3639331055,90677868.65,357.42,0.0002008,0.003163,16759140.36,1107256.08,8668293161,464438.8,395.31,300.86,0.005956,2785580.76,825.4,964709.94,1183504.69,11621320504,4159738.64,0.1691,240.69,0.3073,2.6665,0.03148,0.1176,0.08972
16,Mar,2020,17765.14,0.0001103,77.81,0.1045,0.06258,0.1682,1.29E+11,16027307197,1041551.68,0.003754,132448661.9,5614.08,43799.38,33553536.99,533550.31,499.97,4177413.05,0.004559,0.1659,449855.91,1.37E-05,2134681588,25626.17,238.19,7633880.04,109006.79,1525625528,0.0007069,0.0003955,8.3376,24159879.73,54917.26,184895.35,27426,14.61,0.0003363,0.5623,5.20E-05,0.089,375498297.9,22311661.28,0.5719,969.18,5.3459,82001.81,2.8771,72754.73,0.06045,0.0006462,114699501,5.45E-05,0.007415,783560.3,0.001526,330081808.9,0.0002963,1112299412,3404.03,26309939945,271027.56,0.2209,1.76E+11,34895,4336.24,289152646.4,895514425.7,16550.53,1421495770,834.07,0.0004802,24845227545,0.05304,38.93,11217.98,125.1,3588712541,90715356.83,351.21,0.0001959,0.00318,16634112.24,1132922.24,8719042549,466046.07,395.99,299.69,0.005919,2809162.4,831.81,977712,1191133.32,11630194961,4153786.6,0.1658,241.76,0.3092,2.6463,0.03145,0.1185,0.08944
17,Mar,2020,17835.04,0.0001088,77.15,0.1037,0.0633,0.1691,1.29E+11,16190172616,1042997.25,0.003778,133522135.8,5601.12,43710.69,33650383.08,532843.44,495.15,4214255.9,0.004588,0.1654,453614.32,1.36E-05,2166370326,25679.82,239.76,7600547.57,109693.58,1529976398,0.0007016,0.0003886,8.3437,24080750.94,55052.3,186941.32,27135.9,14.53,0.0003309,0.5604,5.15E-05,0.08918,377382604.1,22446792.14,0.5625,971.26,5.2859,81796.13,2.8557,73766.52,0.0597,0.0006408,115109841.2,5.42E-05,0.007305,780028.38,0.001516,332254962.4,0.0002983,1117561111,3378.98,26620535120,272150.28,0.2186,1.79E+11,34896.33,4337.84,289676938.2,908676641.1,16481.81,1446562431,830.35,0.0004812,24979088503,0.05288,38.7,11218.07,124.79,3645269860,90578674.07,348.57,0.0001955,0.003146,16661234.77,1139685.53,8849732635,462012.38,392.01,297.39,0.005928,2783249.23,836.9,979299.91,1213166.49,11812715539,4160117.36,0.1653,241.37,0.3064,2.6637,0.03107,0.1199,0.08871
18,Mar,2020,17350.8,0.000109,77.12,0.1034,0.06424,0.1679,1.29E+11,16329137242,1053923.41,0.003839,137428542.6,5775.63,43827.46,33812390.24,536466.2,492.67,4300474.44,0.004584,0.1675,462583.74,1.41E-05,2050980617,25890.66,237.03,7697946.79,111781.98,1531361690,0.0007001,0.0003892,8.2431,24884147.74,56990.94,185922.02,26865.06,14.38,0.0003397,0.5661,5.22E-05,0.08822,373719781,23119219.55,0.5778,984.2,5.3316,81170.56,2.8357,78886.5,0.05902,0.0006171,113278401.2,5.40E-05,0.007156,800293.62,0.001525,331485982.2,0.0002898,1135918030,3448.64,26635971358,272692.43,0.2255,1.76E+11,35229.81,4295.14,286925418.6,891775066.8,15824.35,1484597748,807.16,0.0004752,25932350735,0.05391,37.14,11069.1,123.51,3552531904,90742380.82,344.98,0.0001912,0.00314,16294752.08,1189983.98,9182985538,464528.35,387.13,296.09,0.005909,2822311.66,851.7,996900.46,1221134.9,11716373089,4152730.63,0.1583,240.95,0.3132,2.5927,0.03129,0.1206,0.08896
19,Mar,2020,16875.97,0.0001087,76.38,0.1037,0.06521,0.1664,1.28E+11,16474119221,1060584.22,0.003873,141756335.7,5849.08,43961.07,34017647.06,545999.11,489.06,4348095.21,0.004602,0.1704,471532.04,1.44E-05,1963361314,26352.82,237.28,7819571.6,112678.91,1506618371,0.0006946,0.000386,8.1738,25324346.34,58828.62,182407.03,27011.42,14.29,0.0003485,0.5695,5.31E-05,0.08731,373863034.9,23640097.02,0.5887,998.6,5.2762,80931.31,2.8186,84062.19,0.05872,0.0005961,113324903.8,5.44E-05,0.007034,802945.32,0.001545,333523857.1,0.0002802,1152482259,3502.34,26673222402,275460.59,0.2321,1.74E+11,35422.43,4251.41,286630260.5,892526682.6,15308.04,1511330453,793.95,0.0004687,26950569023,0.05417,36.21,10934.04,122.53,3500985115,91049824.06,343.6,0.0001842,0.00318,16015948.9,1221134.35,9427457780,466757.79,381.46,295.65,0.005943,2877032.56,868.08,1001474.08,1228415.05,11648549038,4126168.81,0.1524,238.24,0.3178,2.5657,0.03135,0.1204,0.08874
20,Mar,2020,16774.95,0.0001085,77.12,0.1035,0.06505,0.1647,1.28E+11,16797246827,1068124.67,0.003871,142435929.9,5880.52,44168.15,33587810.21,549790.08,494.5,4339939.55,0.004566,0.1709,469239.79,1.45E-05,1961190058,26455.05,237.48,7806000.07,112528.87,1510535559,0.0007034,0.0003913,8.1166,25517410.59,59532.27,183295.79,27122.35,14.06,0.0003483,0.5684,5.26E-05,0.08661,375803343.5,23844856.79,0.5922,1002.56,5.2563,80914.12,2.8018,84706.01,0.05775,0.0005898,113341463.2,5.41E-05,0.006984,806455.18,0.001555,330936077.9,0.0002795,1156100115,3490.65,26517279108,273912.17,0.2323,1.73E+11,35450.35,4288.43,289001785.4,894606611,15443.72,1513614930,791.8,0.0004638,27356507984,0.05393,35.97,10883.49,121.29,3528003026,91589793.49,339.92,0.0001842,0.003116,16142332.56,1224803.99,9395407726,468322.72,383.14,292.85,0.005919,2907790.37,864.79,1001577.88,1236377.5,11746687170,4139771.87,0.1521,240.01,0.3155,2.5503,0.0313,0.12,0.08896
21,Mar,2020,17108.28,0.0001074,77.34,0.1028,0.06498,0.1626,1.29E+11,16979684410,1071673.81,0.003836,141671748.5,5836.85,44170.74,33649617.7,543404.92,499.51,4282952.19,0.004542,0.1687,470227.52,1.42E-05,2004890247,26520.03,234.56,7758508.52,112777.35,1513243834,0.0007082,0.0003912,8.0831,25514283.29,59214.07,184077.54,27334,14.18,0.000341,0.5657,5.21E-05,0.08597,375785271.1,23646156.34,0.5775,993.78,5.2155,81331.52,2.8043,82903.46,0.05721,0.0005873,114146624.5,5.36E-05,0.006928,810887.42,0.001551,333170706.7,0.0002808,1159106144,3491.79,26736040176,274575.98,0.2278,1.76E+11,35818.72,4280.32,287971108.8,907514501.2,15692.03,1510108447,802.11,0.0004627,27138250929,0.05344,36.49,11045.47,120.8,3561284262,93205567.75,342.46,0.0001837,0.003069,16203086.97,1215993.66,9356721389,469052.11,382.82,295.55,0.005901,2890664.88,865.05,996263.26,1241831.27,11819902592,4169621.25,0.1544,242.47,0.3095,2.5477,0.0311,0.1199,0.08763
1,Apr,2020,17360.92,0.0001071,77.25,0.1031,0.06328,0.1653,1.31E+11,17153540853,1072302.47,0.003796,141107760.9,5854.42,44412.54,33967200.45,549249.31,504.6,4240430.33,0.004494,0.1697,471119.19,1.39E-05,2091842709,26764.98,233.3,7807458.1,112269.02,1516774575,0.0007006,0.0003918,8.1594,25204652.09,58442,183062.34,27658.83,14.37,0.0003401,0.5696,5.18E-05,0.0855,380544811.8,23592581.02,0.5604,985.95,5.2936,83228.04,2.87,80461,0.05682,0.0005814,116317788.2,5.24E-05,0.00705,806535.55,0.001516,334004547,0.0002855,1147685780,3478.92,27056474673,272105.78,0.2233,1.80E+11,35782.36,4308.66,289302398.1,915395970.3,16083.82,1513093117,801.44,0.0004615,26742087534,0.05333,36.91,11149.82,122.14,3640288501,93183658.76,348.58,0.0001876,0.003052,16552344,1211917.86,9201049697,469672.21,387.32,291.89,0.005863,2910419.99,851.41,988421.33,1236226.77,11975117047,4208659.82,0.1582,242.61,0.3003,2.5252,0.03106,0.1187,0.08821
2,Apr,2020,17367.75,0.0001072,78.01,0.1031,0.06395,0.1672,1.29E+11,17343293942,1086779.99,0.003784,142411452.4,5929.29,44502.64,33818955.2,553815.97,505.62,4291332.68,0.004454,0.1722,473501.33,1.38E-05,2133355355,27138.67,234.55,7737078.81,113083.23,1520916877,0.000688,0.0003916,8.1178,25388987.29,58754.2,184564.16,27783.95,14.32,0.0003406,0.5712,5.12E-05,0.08602,382359904.6,23960491.22,0.5564,985.84,5.3236,83148.17,2.9183,81546.69,0.05689,0.0005753,115785841.7,5.23E-05,0.007078,814972.32,0.001512,334919951.9,0.0002844,1157357162,3468.63,27049223915,272935.32,0.2242,1.80E+11,36059.58,4252.96,288062213.8,915503889.7,16128.42,1517935362,805.42,0.000471,26905598709,0.05301,36.08,11041.25,120.25,3624799680,93615782.75,350.64,0.0001923,0.003096,16588559.26,1220562.81,9243842347,468256.79,386.27,292.12,0.005884,2935221.21,859.21,993796.67,1248166.35,11982155812,4274109.99,0.1565,242.17,0.2975,2.5371,0.0309,0.119,0.08752
3,Apr,2020,17422.34,0.0001068,78.72,0.1032,0.06475,0.1699,1.29E+11,17402405545,1099839.53,0.003753,144650505.8,5955.12,44385.67,34135384.43,553601.15,507.74,4317558.78,0.004418,0.1713,473137.47,1.37E-05,2172741446,27621.5,234.56,7846887.03,113724.99,1527770951,0.0006866,0.0003908,8.0508,25837917.84,59528.55,184568.34,27899.27,14.14,0.0003428,0.5736,5.13E-05,0.08533,383371761.3,24271121.71,0.5639,985.49,5.3459,83592.76,2.9723,83049.62,0.05647,0.0005671,113899845.7,5.24E-05,0.007248,807553.61,0.001518,339571265.5,0.0002834,1161521961,3481.04,26899306261,274591.18,0.225,1.80E+11,36370.18,4264.52,286401387.9,923688999.3,16015.49,1522870434,800.23,0.0004723,27272261458,0.05283,35.63,10879.09,119.11,3609364542,94385603.95,352.49,0.000198,0.003135,16334373.41,1225043.54,9307270492,474899.86,383.4,294.27,0.005865,2933712.88,864.42,985820.75,1254158.41,11988675102,4318768.29,0.155,243.41,0.3006,2.5487,0.03066,0.1189,0.08694
4,Apr,2020,16890.71,0.0001077,80.51,0.1052,0.06601,0.1712,1.29E+11,17705432937,1107491.12,0.003773,149875797.2,5989.12,44264.97,34316930.49,555098.97,509.09,4422029.2,0.004469,0.1753,475282.07,1.42E-05,2145953964,28038.95,231.89,7940494.57,115590,1537870974,0.0006815,0.0003911,8.058,26496059.27,61373.45,183453.44,28270.18,13.96,0.000351,0.5781,5.17E-05,0.08466,383210169.3,24864866.73,0.573,1003.24,5.2912,84258.5,3.0092,89633.84,0.05586,0.0005463,112837487.2,5.28E-05,0.007226,830637.84,0.001523,335502509,0.0002746,1179592489,3535.93,26967626643,279337.6,0.2314,1.77E+11,36933.46,4264.58,283427329.6,913600011.5,15351.65,1558883495,782.27,0.0004717,27909502045,0.05335,34.46,10608.8,117.16,3545956092,94927252.62,357.92,0.0001998,0.003164,16182137.44,1252663.21,9591164331,476792.86,373.37,292.64,0.005863,2979592.74,885.45,1007353.17,1266420.94,11779826429,4384874.56,0.1469,246.36,0.3093,2.5235,0.03066,0.12,0.08554
5,Apr,2020,17199.88,0.0001056,80.54,0.1047,0.0657,0.1725,1.29E+11,17983806672,1101194.11,0.003739,151347514.4,6069.98,44480.3,34201741.5,555758.85,506.99,4388103.78,0.004446,0.1797,474647.55,1.38E-05,2131706360,28449.08,229.73,7829497.84,115799.82,1532186387,0.0006833,0.0003851,8.1444,26363426.03,61002.17,184344.73,28212.31,13.99,0.0003442,0.5722,5.14E-05,0.08566,386727705.7,24913073.39,0.5597,985.83,5.2674,83835.7,3.0638,87445.95,0.05555,0.0005482,113972859.8,5.16E-05,0.007329,822634.8,0.00151,337550422.5,0.0002775,1210356328,3502.05,27206151037,277057.11,0.227,1.81E+11,37378.83,4249.01,285355269.2,925445587.4,15582.61,1548478781,786.93,0.0004743,27781825705,0.05302,34.6,10582.71,118.16,3570699867,96924674.69,360.16,0.0002002,0.003128,16464969.93,1273456.37,9537920156,478779.33,372.87,294.13,0.005826,2985290.41,890.18,998215.32,1269840.3,11817239203,4410505.44,0.1492,247.33,0.308,2.5431,0.03065,0.1203,0.08541
6,Apr,2020,17191.21,0.0001034,81.72,0.1031,0.06604,0.1756,1.29E+11,17984933613,1111341.04,0.003763,153216994.2,6063.72,45003.84,34800133.18,557535.33,506.12,4382262.63,0.00451,0.181,480382.01,1.40E-05,2161692570,29018.74,226.13,7855503.55,116966.3,1540424679,0.0006769,0.0003839,8.1463,26502484.36,61420.26,184092.04,27892.83,13.85,0.0003461,0.5692,5.16E-05,0.0861,386593760.7,25242329.14,0.5614,993.71,5.2454,84621.44,3.1034,88750,0.05522,0.0005394,113589946.5,5.10E-05,0.007396,834227.17,0.001513,333905701.1,0.0002751,1213128978,3516.02,27306249009,278779.77,0.2296,1.85E+11,37422.35,4245.91,285511739,927971928.4,15298.53,1569334600,786.31,0.0004802,28676322657,0.05329,34.38,10529.79,117.18,3516360427,98190557.07,365.92,0.0002064,0.003145,16447145.22,1279341.73,9708257329,478939.4,368.4,298.25,0.005781,3018505.47,898.32,1010292.05,1271411.11,11885864495,4492142.24,0.1444,249.5,0.3115,2.5478,0.03012,0.1211,0.08438
7,Apr,2020,16789.86,0.0001027,82.77,0.1039,0.0669,0.1785,1.30E+11,18317708334,1111906.05,0.003782,157070461.9,6107.81,45071.38,34882349.01,559653.17,513.8,4430723.43,0.004543,0.186,485232.47,1.42E-05,2137111911,29461.1,224.9,7935956.43,118062.3,1532575897,0.0006742,0.0003869,8.0735,26775689.73,62536.37,184401.21,28075.49,13.72,0.0003527,0.5714,5.18E-05,0.08594,383966054,25983183,0.5683,999.13,5.2541,85626.45,3.1198,92525.67,0.05498,0.0005296,111528578.2,5.16E-05,0.007443,853164.92,0.001532,332985590.9,0.0002712,1220690795,3535.01,27156645500,283221.64,0.2327,1.84E+11,37869.22,4196.4,283693201,926843403.4,15067.88,1579271869,783.68,0.0004839,29282239260,0.05347,33.23,10321.71,115.27,3494878200,97480603.17,372.33,0.0002067,0.003163,16182488.76,1312573.19,10000412757,482513.64,365.35,298.88,0.005759,3065696.8,912.85,1010420.25,1277363.73,11843410473,4598176.8,0.1392,248.89,0.3189,2.5279,0.02969,0.1198,0.08408
8,Apr,2020,16466.36,0.0001029,84.24,0.105,0.06718,0.1833,1.29E+11,18394351705,1120355.75,0.00376,160196346.7,6018.45,45188.35,35089336.01,562437.15,511.79,4521240.58,0.004567,0.1871,485810.94,1.45E-05,2247675247,29224.06,222.85,7980754.85,118619.13,1534714979,0.0006702,0.0003881,7.8995,27245893.89,64098.6,183526.62,28398.68,13.77,0.0003581,0.567,5.19E-05,0.08632,382207084.6,26688470.59,0.5746,1018.94,5.2715,86908.33,3.1698,96896.61,0.05423,0.0005154,110748408.6,5.21E-05,0.007533,873298.5,0.001533,332084979.3,0.0002658,1205566849,3588.47,27136850074,286026.39,0.2365,1.83E+11,38043.54,4161.42,281771798.5,919778351.8,14675.2,1611789169,778.44,0.0004875,30605187718,0.05345,32.31,10194.31,114.77,3470466188,97897761.55,382.13,0.0002103,0.00316,15824934.03,1312037.47,10213706815,487862.32,362.28,299.34,0.005743,3094669.34,918.92,1023116.5,1296213.57,11812113096,4723055.07,0.1355,249.97,0.32,2.5001,0.0294,0.1201,0.08389
9,Apr,2020,16810.74,0.0001014,85.11,0.1037,0.0653,0.1852,1.30E+11,18661410626,1131881.54,0.003734,157712431.7,5974.17,45958.08,35087543.59,565222.01,507.85,4483835.7,0.00445,0.1881,491251.1,1.41E-05,2314727357,29816.14,221.87,8036282.41,117572.72,1549750189,0.0006655,0.000384,7.89,27021359.59,62970.19,186746.63,28608.4,14.05,0.000348,0.56,5.05E-05,0.086,382091902,26383524.89,0.5644,1010.18,5.2502,88078.92,3.2342,92827.98,0.05378,0.0005276,112195334.5,5.15E-05,0.007659,855949.96,0.001518,337284207.5,0.0002694,1208735095,3565.11,27569797197,287132.71,0.2289,1.90E+11,37950.29,4192.69,283381112.8,925997203.9,15242.15,1625335476,785.28,0.0004936,30442197869,0.05298,33.21,10365.08,115.5,3558300259,99791678.84,385.53,0.0002132,0.003088,16159836.32,1306689.73,10164429578,487734.19,366.16,293.93,0.005645,3076015.04,915.26,1014776.25,1301869.1,11948538768,4822801.13,0.1381,246.14,0.312,2.5213,0.02911,0.1191,0.08446
10,Apr,2020,16866.1,0.0001006,86.66,0.1024,0.06496,0.188,1.31E+11,18908530358,1137801.48,0.0037,157484908,5920.19,46135.39,35615066.5,568971.08,507.87,4430706.07,0.004467,0.1877,493131.29,1.37E-05,2413211776,30072.87,221.2,8028351.5,116483.07,1573024379,0.0006707,0.0003809,7.9061,26981987.96,62822.8,187031.35,28915.71,14.13,0.0003389,0.5572,4.93E-05,0.0858,383038081.1,26637249.52,0.5544,1014.62,5.2527,88181.31,3.3078,91291.64,0.05377,0.0005305,113561862.5,5.07E-05,0.00784,851248.56,0.001517,336430027,0.0002679,1209538978,3546.35,27793889999,284748.32,0.2251,1.92E+11,38005.95,4211.4,287201752.3,929230395.9,15685.25,1627795965,794.38,0.0005002,29937079415,0.05263,33.54,10451.65,116.86,3600315106,100937774.4,390.28,0.0002183,0.003034,16196553.31,1290166.9,10245099138,485579.7,366.8,292.47,0.005625,3063683.98,906.9,1007269.51,1315990.02,11960682911,4835792.22,0.1392,244.48,0.3056,2.5201,0.02907,0.1179,0.08381
11,Apr,2020,17111.02,9.95E-05,87.72,0.1019,0.06401,0.1873,1.34E+11,19079238932,1146925.09,0.003692,155198073.9,6040.14,46387.97,35978951.83,570998.84,507.07,4384266.24,0.004397,0.1908,497558.97,1.33E-05,2359122457,30302.34,222.2,8008024.24,117574.9,1587262233,0.0006683,0.0003716,7.8962,26915335.88,61896,188376.31,29129.11,14.35,0.0003311,0.5519,4.81E-05,0.08562,386707593.2,26605989.88,0.5515,1009.76,5.2331,88535.25,3.341,89033.75,0.05407,0.0005309,114670870.9,4.96E-05,0.007882,842346.74,0.001501,339010891,0.0002688,1236304039,3558.35,28080121654,285011.02,0.2209,1.97E+11,38104.65,4240.63,290898455.1,944077248.9,16133.26,1617881034,792.95,0.000501,29525511515,0.05174,34.02,10517.85,116.29,3653507995,102330951.8,394.53,0.0002206,0.003008,16160585.22,1315106.76,10167575264,487880.15,370.09,292.09,0.005569,3068652.83,911.09,1007746.32,1319655.5,12115018846,4915649.11,0.1413,243.3,0.297,2.5353,0.02865,0.118,0.08383
12,Apr,2020,17457.78,9.70E-05,88.67,0.1007,0.06289,0.1912,1.34E+11,19054102244,1144936.5,0.003607,155486854.2,5963.32,47077.09,36556527.26,563320.94,504.94,4340543.49,0.004303,0.1893,492719.34,1.29E-05,2502855043,30274.84,223.93,7945768.73,116979.09,1617350421,0.000661,0.0003675,7.8725,27058753.88,61349.06,188736.55,30031.42,14.44,0.0003224,0.5414,4.72E-05,0.08554,386800794.5,26320795.69,0.5493,1011.64,5.2796,89652.08,3.402,86041.05,0.05368,0.0005357,116286976.1,4.91E-05,0.008089,837609.99,0.001486,343539479,0.0002716,1225760821,3539.46,28039259159,284948.58,0.2135,2.01E+11,38192.52,4222.95,299434939.3,961830298.5,16451.57,1619891558,798.13,0.0005048,29109117963,0.05088,34.21,10635.75,116.97,3769747386,103023424.3,404.23,0.0002283,0.002983,16341923.54,1311056.4,10010572526,489867.14,378.35,288.89,0.005492,3087882.45,902.39,1005579.38,1322761.18,12295035419,5035619.92,0.1432,242.3,0.2941,2.5391,0.02871,0.1168,0.08518
13,Apr,2020,17847.82,9.61E-05,90.07,0.09997,0.0617,0.1917,1.36E+11,19288563633,1131201.34,0.003586,154831026.1,5929.15,47057.16,37229748.85,561009.72,509.69,4292299.29,0.004199,0.1887,500333.84,1.25E-05,2616668781,30443.36,225.3,7967471.07,117020.66,1622549333,0.0006564,0.0003648,7.8511,26663329.71,60125.76,190505.94,30610.93,14.79,0.0003128,0.5391,4.59E-05,0.08522,387396394.6,26320494.31,0.5377,988.09,5.3324,90320.57,3.458,82563.05,0.05274,0.0005385,116772212,4.85E-05,0.008291,824258.53,0.001461,346464017,0.0002771,1226234221,3499.49,28775492258,281236.77,0.2099,2.05E+11,38038.51,4261.72,304482449.1,983104962.8,16784.45,1631595732,805.1,0.0005059,29058470248,0.05001,35.17,10810.73,118.22,3823392544,104256949.7,413.8,0.0002341,0.002978,16730714.64,1302613.44,10014451751,484354.33,385.49,291.28,0.005487,3074819.4,894.97,992288.2,1338462.03,12629264455,5081084.31,0.1449,243.67,0.2849,2.5252,0.02863,0.1156,0.08465
14,Apr,2020,17634.32,9.61E-05,92.23,0.09945,0.06107,0.1918,1.37E+11,19725845604,1123210.52,0.003548,156613226,6037.92,47439.65,37257777.38,565272.67,512.33,4325985.43,0.004224,0.1926,509497.07,1.26E-05,2571168391,30924.91,228.39,8005773.69,117548.55,1645935083,0.0006451,0.0003626,7.7181,26545946.67,60358.63,191586.26,30843.61,14.77,0.0003114,0.5344,4.59E-05,0.08595,389825109.3,26859616.34,0.5363,993.6,5.303,90241.48,3.5257,83508.92,0.05191,0.0005332,117413710.8,4.79E-05,0.008407,829237.44,0.001459,348278779.4,0.0002743,1244229891,3493.05,28994090560,280077.98,0.2095,2.08E+11,38486.28,4244.29,305845035,982901416.2,16819.18,1623995941,791.16,0.0005095,29816692536,0.04989,35.04,10963.41,118.22,3845835333,105702967.9,419.4,0.0002342,0.002971,16710125.42,1335041.17,10160787642,482668.52,387.13,289.49,0.00547,3074550.65,901.28,998138.88,1340945.14,12876687907,5159298.96,0.1437,241.48,0.2871,2.5044,0.02849,0.1158,0.08426
15,Apr,2020,17128,9.65E-05,93.73,0.1019,0.06164,0.1938,1.36E+11,20082985410,1131807.51,0.003605,161815406.5,6024.77,47197.27,37402227.42,572125.98,513.92,4440345.08,0.0043,0.1934,507978.47,1.31E-05,2626873357,30967.39,227.34,8094985.62,119023.71,1628240268,0.0006377,0.0003637,7.6659,27300838.49,63021.65,190376.24,30847.36,14.42,0.0003222,0.5417,4.61E-05,0.08543,386984403.1,27484191.66,0.5488,1026.22,5.3348,91247.23,3.5346,89245.46,0.05143,0.0005145,116822557.4,4.81E-05,0.008651,846593.58,0.001475,346347215.9,0.0002643,1261560966,3569.6,29143378187,281773.85,0.2138,2.01E+11,38913.58,4204.35,303045143.1,956334846.5,16123.28,1663721598,778.13,0.0005056,31207474829,0.04989,33.54,10653.73,115.41,3770077430,106080143.8,424,0.0002375,0.003033,16558601.41,1355570.79,10527519114,481156.55,382.55,289.49,0.005513,3156120.88,927.72,1022707.46,1358205.88,12736377522,5204987.71,0.1353,240.42,0.2958,2.4457,0.02841,0.1171,0.08383
